question_id,video_id,video_path,correct_idx,pred_idx,is_correct,response,num_frames,frame_height,frame_width,total_pixels,requested_pixels,input_tokens,output_tokens,sample_fps_eff,vision_tokens
fine_grained_action_localization_21,P02-20240211-120927,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_21.mp4,0,2,0,2,4,512,512,1048576,524288,829,2,2.6666666666666665,2048
fine_grained_action_localization_61,P02-20240211-141313,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_61.mp4,4,2,0,2,4,512,512,1048576,524288,830,2,2.6666666666666665,2048
fine_grained_action_localization_68,P02-20240211-120927,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_68.mp4,0,0,1,0,4,512,512,1048576,524288,832,2,2.6666666666666665,2048
fine_grained_action_localization_90,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_90.mp4,2,0,0,0,4,512,512,1048576,524288,830,2,2.6666666666666665,2048
fine_grained_action_localization_115,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_115.mp4,4,2,0,2,4,512,512,1048576,524288,831,2,2.6666666666666665,2048
fine_grained_action_localization_135,P02-20240211-141313,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_135.mp4,2,0,0,0,4,512,512,1048576,524288,832,2,2.6666666666666665,2048
fine_grained_action_localization_157,P02-20240210-122334,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_157.mp4,2,0,0,0,4,512,512,1048576,524288,831,2,2.6666666666666665,2048
fine_grained_action_localization_195,P02-20240211-104948,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_195.mp4,3,0,0,0,4,512,512,1048576,524288,830,2,2.6666666666666665,2048
fine_grained_action_localization_211,P02-20240211-141313,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_211.mp4,2,0,0,0,4,512,512,1048576,524288,834,2,2.6666666666666665,2048
fine_grained_action_localization_245,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_245.mp4,4,0,0,0,4,512,512,1048576,524288,830,2,2.6666666666666665,2048
fine_grained_action_localization_258,P02-20240211-141313,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_258.mp4,4,1,0,1,4,512,512,1048576,524288,833,2,2.6666666666666665,2048
fine_grained_action_localization_307,P02-20240211-120927,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_localization_307.mp4,3,0,0,0,4,512,512,1048576,524288,831,2,2.6666666666666665,2048
fine_grained_action_recognition_179,P02-20240210-195833,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_recognition_179.mp4,2,3,0,3,4,512,512,1048576,524288,710,2,2.6666666666666665,2048
fine_grained_action_recognition_261,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_recognition_261.mp4,0,0,1,0,4,512,512,1048576,524288,695,2,2.6666666666666665,2048
fine_grained_action_recognition_332,P02-20240211-111219,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_recognition_332.mp4,2,2,1,2,4,512,512,1048576,524288,731,2,2.6666666666666665,2048
fine_grained_action_recognition_384,P02-20240209-231412,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_recognition_384.mp4,3,0,0,0,4,512,512,1048576,524288,705,2,2.6666666666666665,2048
fine_grained_action_recognition_569,P02-20240211-111219,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_action_recognition_569.mp4,1,1,1,1,4,512,512,1048576,524288,721,2,2.6666666666666665,2048
fine_grained_how_recognition_99,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_how_recognition_99.mp4,1,0,0,0,4,512,512,1048576,524288,722,2,2.6666666666666665,2048
fine_grained_how_recognition_137,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_how_recognition_137.mp4,3,4,0,4,4,512,512,1048576,524288,673,2,2.6666666666666665,2048
fine_grained_how_recognition_174,P02-20240211-111219,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_how_recognition_174.mp4,1,1,1,1,4,512,512,1048576,524288,693,2,2.6666666666666665,2048
fine_grained_how_recognition_190,P02-20240211-141313,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_how_recognition_190.mp4,1,0,0,0,4,512,512,1048576,524288,689,2,2.6666666666666665,2048
fine_grained_why_recognition_70,P02-20240211-141313,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_why_recognition_70.mp4,0,0,1,0,4,512,512,1048576,524288,686,2,2.6666666666666665,2048
fine_grained_why_recognition_112,P02-20240211-141313,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_why_recognition_112.mp4,0,0,1,0,4,512,512,1048576,524288,693,2,2.6666666666666665,2048
fine_grained_why_recognition_174,P02-20240211-120927,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_why_recognition_174.mp4,1,4,0,4,4,512,512,1048576,524288,671,2,2.6666666666666665,2048
fine_grained_why_recognition_233,P02-20240211-120927,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_why_recognition_233.mp4,4,4,1,4,4,512,512,1048576,524288,693,2,2.6666666666666665,2048
fine_grained_why_recognition_319,P02-20240211-120927,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_why_recognition_319.mp4,2,2,1,2,4,512,512,1048576,524288,691,2,2.6666666666666665,2048
fine_grained_why_recognition_446,P02-20240210-220650,/home/aryan/ami/381V-final/data/original_crops_512/fine_grained_why_recognition_446.mp4,1,0,0,0,4,512,512,1048576,524288,666,2,2.6666666666666665,2048
gaze_gaze_estimation_5,P02-20240210-092616,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_5.mp4,3,2,0,2,4,512,512,1048576,524288,642,2,2.6666666666666665,2048
gaze_gaze_estimation_17,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_17.mp4,1,1,1,1,4,512,512,1048576,524288,656,2,2.6666666666666665,2048
gaze_gaze_estimation_27,P02-20240211-104948,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_27.mp4,0,3,0,3,4,512,512,1048576,524288,651,2,2.6666666666666665,2048
gaze_gaze_estimation_59,P02-20240211-104948,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_59.mp4,3,2,0,2,4,512,512,1048576,524288,642,2,2.6666666666666665,2048
gaze_gaze_estimation_72,P02-20240210-122334,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_72.mp4,4,4,1,4,4,512,512,1048576,524288,643,2,2.6666666666666665,2048
gaze_gaze_estimation_94,P02-20240211-115653,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_94.mp4,3,3,1,3,4,512,512,1048576,524288,646,2,2.6666666666666665,2048
gaze_gaze_estimation_107,P02-20240211-104948,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_107.mp4,1,0,0,0,4,512,512,1048576,524288,640,2,2.6666666666666665,2048
gaze_gaze_estimation_131,P02-20240210-092616,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_131.mp4,0,4,0,4,4,512,512,1048576,524288,645,2,2.6666666666666665,2048
gaze_gaze_estimation_150,P02-20240211-104948,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_150.mp4,2,1,0,1,4,512,512,1048576,524288,650,2,2.6666666666666665,2048
gaze_gaze_estimation_182,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_182.mp4,0,3,0,3,4,512,512,1048576,524288,642,2,2.6666666666666665,2048
gaze_gaze_estimation_206,P02-20240211-115653,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_206.mp4,0,3,0,3,4,512,512,1048576,524288,648,2,2.6666666666666665,2048
gaze_gaze_estimation_212,P02-20240209-231412,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_212.mp4,3,0,0,0,4,512,512,1048576,524288,650,2,2.6666666666666665,2048
gaze_gaze_estimation_224,P02-20240210-100308,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_224.mp4,3,3,1,3,4,512,512,1048576,524288,650,2,2.6666666666666665,2048
gaze_gaze_estimation_247,P02-20240211-104948,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_247.mp4,0,2,0,2,4,512,512,1048576,524288,648,2,2.6666666666666665,2048
gaze_gaze_estimation_264,P02-20240211-115653,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_264.mp4,2,0,0,0,4,512,512,1048576,524288,649,2,2.6666666666666665,2048
gaze_gaze_estimation_306,P02-20240210-122334,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_306.mp4,0,0,1,0,4,512,512,1048576,524288,647,2,2.6666666666666665,2048
gaze_gaze_estimation_329,P02-20240211-115653,/home/aryan/ami/381V-final/data/original_crops_512/gaze_gaze_estimation_329.mp4,1,1,1,1,4,512,512,1048576,524288,656,2,2.6666666666666665,2048
gaze_interaction_anticipation_9,P02-20240211-111219,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_9.mp4,3,0,0,0,4,512,512,1048576,524288,634,2,2.6666666666666665,2048
gaze_interaction_anticipation_56,P02-20240211-104948,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_56.mp4,0,3,0,3,4,512,512,1048576,524288,633,2,2.6666666666666665,2048
gaze_interaction_anticipation_95,P02-20240210-100308,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_95.mp4,2,0,0,0,4,512,512,1048576,524288,634,2,2.6666666666666665,2048
gaze_interaction_anticipation_110,P02-20240211-115653,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_110.mp4,0,3,0,3,4,512,512,1048576,524288,633,2,2.6666666666666665,2048
gaze_interaction_anticipation_149,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_149.mp4,4,4,1,4,4,512,512,1048576,524288,635,2,2.6666666666666665,2048
gaze_interaction_anticipation_210,P02-20240211-104948,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_210.mp4,4,0,0,0,4,512,512,1048576,524288,638,2,2.6666666666666665,2048
gaze_interaction_anticipation_232,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_232.mp4,4,2,0,2,4,512,512,1048576,524288,629,2,2.6666666666666665,2048
gaze_interaction_anticipation_249,P02-20240210-122334,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_249.mp4,4,1,0,1,4,512,512,1048576,524288,638,2,2.6666666666666665,2048
gaze_interaction_anticipation_281,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_281.mp4,3,2,0,2,4,512,512,1048576,524288,630,2,2.6666666666666665,2048
gaze_interaction_anticipation_323,P02-20240210-122334,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_323.mp4,2,4,0,4,4,512,512,1048576,524288,634,2,2.6666666666666665,2048
gaze_interaction_anticipation_409,P02-20240210-122334,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_409.mp4,1,3,0,3,4,512,512,1048576,524288,636,2,2.6666666666666665,2048
gaze_interaction_anticipation_447,P02-20240210-100308,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_447.mp4,0,1,0,1,4,512,512,1048576,524288,634,2,2.6666666666666665,2048
gaze_interaction_anticipation_466,P02-20240210-122334,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_466.mp4,1,4,0,4,4,512,512,1048576,524288,633,2,2.6666666666666665,2048
gaze_interaction_anticipation_496,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_496.mp4,3,1,0,1,4,512,512,1048576,524288,635,2,2.6666666666666665,2048
gaze_interaction_anticipation_568,P02-20240210-195833,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_568.mp4,1,4,0,4,4,512,512,1048576,524288,635,2,2.6666666666666665,2048
gaze_interaction_anticipation_605,P02-20240211-115653,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_605.mp4,1,0,0,0,4,512,512,1048576,524288,635,2,2.6666666666666665,2048
gaze_interaction_anticipation_639,P02-20240209-194141,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_639.mp4,0,0,1,0,4,512,512,1048576,524288,629,2,2.6666666666666665,2048
gaze_interaction_anticipation_671,P02-20240211-111219,/home/aryan/ami/381V-final/data/original_crops_512/gaze_interaction_anticipation_671.mp4,2,1,0,1,4,512,512,1048576,524288,630,2,2.6666666666666665,2048
